Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,wholeAddress
1538772,30-Oct-19,Pennsylvania,Allentown,400 block of N 7th St,0,1,"400 block of N 7th St, Allentown, Pennsylvania"
1538111,30-Oct-19,Ohio,Cincinnati,8101 Hamilton Ave,0,0,"8101 Hamilton Ave, Cincinnati, Ohio"
1538894,30-Oct-19,Indiana,Mitchell,1070 Burton Cemetery Rd,0,1,"1070 Burton Cemetery Rd, Mitchell, Indiana"
1538642,30-Oct-19,Maryland,College Park,7500 block of Dickinson Ave,0,0,"7500 block of Dickinson Ave, College Park, Maryland"
1542275,30-Oct-19,South Carolina,Orangeburg,Bennett St,0,1,"Bennett St, Orangeburg, South Carolina"
1538806,30-Oct-19,Texas,Lubbock,2100 block of 65th St,0,0,"2100 block of 65th St, Lubbock, Texas"
2276566,30-Oct-19,Arizona,Saint Johns,700 block of W 2nd Pl N,1,0,"700 block of W 2nd Pl N, Saint Johns, Arizona"
1538767,30-Oct-19,Florida,Lithia,110 Old Welcome Rd,1,0,"110 Old Welcome Rd, Lithia, Florida"
1539597,30-Oct-19,Florida,North Fort Myers,N/A,0,1,"N/A, North Fort Myers, Florida"
1537837,30-Oct-19,Maryland,Baltimore,6300 York Rd,1,0,"6300 York Rd, Baltimore, Maryland"
1539274,30-Oct-19,Colorado,Pueblo,E 18th St and Portland Ave,0,0,"E 18th St and Portland Ave, Pueblo, Colorado"
1541124,30-Oct-19,Virginia,Stephens City,100 block of Nellie Gray Ct,0,0,"100 block of Nellie Gray Ct, Stephens City, Virginia"
1539185,29-Oct-19,Texas,Huntsville,1300 Smither Dr,0,0,"1300 Smither Dr, Huntsville, Texas"
1537543,29-Oct-19,Oklahoma,Tulsa,S Mingo Rd and E 61st St,0,0,"S Mingo Rd and E 61st St, Tulsa, Oklahoma"
1537557,29-Oct-19,Texas,Deer Park,1417 New Orleans St,4,0,"1417 New Orleans St, Deer Park, Texas"
1537344,29-Oct-19,West Virginia,Ona,2900 Howell's Mill Rd,0,0,"2900 Howell's Mill Rd, Ona, West Virginia"
1538378,29-Oct-19,Iowa,Des Moines,Martin Luther King Jr Pkwy and Hickman Rd,0,0,"Martin Luther King Jr Pkwy and Hickman Rd, Des Moines, Iowa"
1539059,29-Oct-19,Michigan,Pontiac,S Johnson St,0,0,"S Johnson St, Pontiac, Michigan"
1538366,29-Oct-19,Virginia,Remington,Sumerduck Rd,0,0,"Sumerduck Rd, Remington, Virginia"
1539035,29-Oct-19,Georgia,Atlanta,Manchester St NE and Niles Pl NE,0,0,"Manchester St NE and Niles Pl NE, Atlanta, Georgia"
1538332,29-Oct-19,Massachusetts,Boston,725 Albany Avenue,0,0,"725 Albany Avenue, Boston, Massachusetts"
1538291,29-Oct-19,Tennessee,Memphis,2400 block of W Hillview Dr,0,1,"2400 block of W Hillview Dr, Memphis, Tennessee"
1538178,29-Oct-19,Iowa,Davenport,College Ave and E 29th St,0,0,"College Ave and E 29th St, Davenport, Iowa"
1537960,29-Oct-19,Indiana,Mount Vernon,Parke St and W 3rd St,0,1,"Parke St and W 3rd St, Mount Vernon, Indiana"
1537929,29-Oct-19,Georgia,Valdosta,1100 block of Old Statenville Rd,0,1,"1100 block of Old Statenville Rd, Valdosta, Georgia"
1540755,29-Oct-19,Delaware,Smyrna,Chestnut St,0,0,"Chestnut St, Smyrna, Delaware"
1538691,29-Oct-19,New York,Rochester,Hollenbeck St and Morrill St,0,0,"Hollenbeck St and Morrill St, Rochester, New York"
1539387,29-Oct-19,Delaware,Dover,100 block of Spruance Rd,0,0,"100 block of Spruance Rd, Dover, Delaware"
1537567,29-Oct-19,Texas,Longview,1200 El Paso St,0,1,"1200 El Paso St, Longview, Texas"
1538077,29-Oct-19,Arizona,Prescott Valley,8250 Nace Ln,0,0,"8250 Nace Ln, Prescott Valley, Arizona"
1540015,28-Oct-19,Texas,Kerrville,1500 block of Junction Hwy,0,0,"1500 block of Junction Hwy, Kerrville, Texas"
1536993,28-Oct-19,Oregon,Klamath Falls,1515 E Main St,0,1,"1515 E Main St, Klamath Falls, Oregon"
1536674,28-Oct-19,New York,Buffalo,1250 Amherst St,0,0,"1250 Amherst St, Buffalo, New York"
1541729,28-Oct-19,Nebraska,Lincoln,339 Fletcher Ave,0,0,"339 Fletcher Ave, Lincoln, Nebraska"
1537177,28-Oct-19,New Jersey,Jersey City,Martin Luther King Dr and Dwight St,0,0,"Martin Luther King Dr and Dwight St, Jersey City, New Jersey"
1537393,28-Oct-19,New Jersey,Jersey City,Martin Luther King Dr and Stegman St,0,1,"Martin Luther King Dr and Stegman St, Jersey City, New Jersey"
1555260,28-Oct-19,Georgia,Atlanta,200 block of Forsyth Street,0,1,"200 block of Forsyth Street, Atlanta, Georgia"
1536446,28-Oct-19,Tennessee,Nashville,2510 Murfreesboro Pike,0,1,"2510 Murfreesboro Pike, Nashville, Tennessee"
1536452,28-Oct-19,Louisiana,Zachary,15000 block of Chaney Rd,0,1,"15000 block of Chaney Rd, Zachary, Louisiana"
1537251,28-Oct-19,Kentucky,Shelbyville,195 Boone Station Rd,0,0,"195 Boone Station Rd, Shelbyville, Kentucky"
1537293,28-Oct-19,South Carolina,Greenwood,904 Emerald Rd,0,1,"904 Emerald Rd, Greenwood, South Carolina"
1538003,28-Oct-19,Indiana,Bedford,3630 block of Leatherwood Rd,0,0,"3630 block of Leatherwood Rd, Bedford, Indiana"
1537210,28-Oct-19,Louisiana,Monroe,100 block of Betty Dr,0,2,"100 block of Betty Dr, Monroe, Louisiana"
1537827,28-Oct-19,Delaware,Newark,2360 Pulaski Hwy,0,0,"2360 Pulaski Hwy, Newark, Delaware"
1537409,28-Oct-19,Kentucky,Crestwood,1623 Cedar Circle Dr,0,1,"1623 Cedar Circle Dr, Crestwood, Kentucky"
1538595,28-Oct-19,Texas,Denton,1200 block of Dallas Dr,0,0,"1200 block of Dallas Dr, Denton, Texas"
1536849,28-Oct-19,Nebraska,Lincoln,S 56th St and Old Cheney Rd,0,0,"S 56th St and Old Cheney Rd, Lincoln, Nebraska"
1537598,28-Oct-19,Oklahoma,Tulsa,S Columbia Ave,0,0,"S Columbia Ave, Tulsa, Oklahoma"
1535735,27-Oct-19,New York,Syracuse,2442 Erie Blvd E,0,1,"2442 Erie Blvd E, Syracuse, New York"
1536314,27-Oct-19,Tennessee,Clarksville,800 block of Hand Village,1,0,"800 block of Hand Village, Clarksville, Tennessee"
1538434,27-Oct-19,Tennessee,Johnson City,2102 N Roan St,0,0,"2102 N Roan St, Johnson City, Tennessee"
1535540,27-Oct-19,Indiana,Gary,3500 block of Pierce St,1,0,"3500 block of Pierce St, Gary, Indiana"
1535728,27-Oct-19,New York,Copake,Waldorf Ridge Rd,0,1,"Waldorf Ridge Rd, Copake, New York"
1544838,27-Oct-19,New Jersey,Port Norris,N/A,0,0,"N/A, Port Norris, New Jersey"
1537309,27-Oct-19,South Carolina,Rock Hill,4811 Old York Rd,0,0,"4811 Old York Rd, Rock Hill, South Carolina"
1537255,27-Oct-19,Kentucky,Louisville,7700 Trade Port Dr,0,0,"7700 Trade Port Dr, Louisville, Kentucky"
1536373,27-Oct-19,Nevada,Sparks,200 block of Gault Way,0,0,"200 block of Gault Way, Sparks, Nevada"
1545239,27-Oct-19,Arizona,Phoenix,8901 N 19th Ave,0,0,"8901 N 19th Ave, Phoenix, Arizona"
1537155,27-Oct-19,Florida,Tallahassee,Wax Myrtle Dr,0,0,"Wax Myrtle Dr, Tallahassee, Florida"
1929302,27-Oct-19,Texas,Corpus Christi,N/A,2,0,"N/A, Corpus Christi, Texas"
1537054,27-Oct-19,District of Columbia,Washington,200 block of 2nd St NW,0,0,"200 block of 2nd St NW, Washington, District of Columbia"
1536162,27-Oct-19,Georgia,Stone Mountain,Post Road Terrace,0,1,"Post Road Terrace, Stone Mountain, Georgia"
1535973,27-Oct-19,Maryland,Laurel,9200 block of N Laurel Rd,0,1,"9200 block of N Laurel Rd, Laurel, Maryland"
1537079,27-Oct-19,Maryland,Lusby,Golden W Way,0,1,"Golden W Way, Lusby, Maryland"
1536732,27-Oct-19,Delaware,Milton,24000 block of Milton Ellendale Hwy,0,0,"24000 block of Milton Ellendale Hwy, Milton, Delaware"
1536149,26-Oct-19,Utah,North Salt Lake,55 W Center St,1,0,"55 W Center St, North Salt Lake, Utah"
1535478,26-Oct-19,Texas,Greenville,2275 US-380,2,6,"2275 US-380, Greenville, Texas"
1535028,26-Oct-19,Michigan,Battle Creek,26 W Northside Dr,1,0,"26 W Northside Dr, Battle Creek, Michigan"
1535177,26-Oct-19,Massachusetts,Methuen,49 Pleasant View St,0,0,"49 Pleasant View St, Methuen, Massachusetts"
1536570,26-Oct-19,Ohio,Cleveland,11505 St Clair Ave,0,2,"11505 St Clair Ave, Cleveland, Ohio"
1535045,26-Oct-19,West Virginia,Bluefield,2781 Airport Rd,0,1,"2781 Airport Rd, Bluefield, West Virginia"
1536996,25-Oct-19,Arkansas,Jasper,N/A,2,0,"N/A, Jasper, Arkansas"
1549324,25-Oct-19,Virginia,Danville,Rosemary Ln and Stanley Dr,0,1,"Rosemary Ln and Stanley Dr, Danville, Virginia"
1535164,25-Oct-19,Pennsylvania,York,400 block of W King St,1,1,"400 block of W King St, York, Pennsylvania"
1534270,25-Oct-19,Pennsylvania,Altoona,201 Maple Ave,0,0,"201 Maple Ave, Altoona, Pennsylvania"
1535103,25-Oct-19,Tennessee,Niota,200 block of Co Rd 288,1,1,"200 block of Co Rd 288, Niota, Tennessee"
1535138,25-Oct-19,Rhode Island,Cranston,Red Robin Road,0,0,"Red Robin Road, Cranston, Rhode Island"
1534488,25-Oct-19,Massachusetts,Lowell,Corbett St,0,0,"Corbett St, Lowell, Massachusetts"
1535112,25-Oct-19,Iowa,Davenport,1300 block of E 37th St,0,0,"1300 block of E 37th St, Davenport, Iowa"
1535916,25-Oct-19,Arkansas,Jasper,5000 block of AR 7,2,0,"5000 block of AR 7, Jasper, Arkansas"
1534824,25-Oct-19,Louisiana,Destrehan,1900 Ormond Blvd,0,1,"1900 Ormond Blvd, Destrehan, Louisiana"
1535072,25-Oct-19,Texas,Round Rock,300 University Blvd,0,0,"300 University Blvd, Round Rock, Texas"
1534401,25-Oct-19,Florida,Avon Park,700 E Main St,0,0,"700 E Main St, Avon Park, Florida"
1536799,25-Oct-19,Indiana,Gary,3539 W 20th Ave,3,0,"3539 W 20th Ave, Gary, Indiana"
1536299,25-Oct-19,North Carolina,Weaverville,51 N Buncombe School Rd,0,0,"51 N Buncombe School Rd, Weaverville, North Carolina"
1535398,25-Oct-19,New Mexico,Albuquerque,2629 Morningside Dr NE,1,0,"2629 Morningside Dr NE, Albuquerque, New Mexico"
1537069,25-Oct-19,Maryland,Oakland,4000 block of Hutton Rd,0,0,"4000 block of Hutton Rd, Oakland, Maryland"
1537671,25-Oct-19,Alabama,Gadsden,400 block of Chestnut St,0,0,"400 block of Chestnut St, Gadsden, Alabama"
1535425,25-Oct-19,Montana,Hardin,1270 MT-47,0,2,"1270 MT-47, Hardin, Montana"
1535277,24-Oct-19,Arkansas,Hot Springs National Park (Hot Springs),106 Seminole Ct,0,0,"106 Seminole Ct, Hot Springs National Park (Hot Springs), Arkansas"
1533676,24-Oct-19,Indiana,Kokomo,712 N Bell St,0,0,"712 N Bell St, Kokomo, Indiana"
1533920,24-Oct-19,New York,Albany,Delaware Ave and Mercer St,0,0,"Delaware Ave and Mercer St, Albany, New York"
1538472,24-Oct-19,Texas,Lone Star,500 block of N Main St,0,0,"500 block of N Main St, Lone Star, Texas"
1534726,24-Oct-19,Connecticut,Hartford,Benton St,0,0,"Benton St, Hartford, Connecticut"
1533833,24-Oct-19,Missouri,Saint Louis,5300 block of Wabada Ave,0,1,"5300 block of Wabada Ave, Saint Louis, Missouri"
1534549,24-Oct-19,Massachusetts,Chelsea,Essex St,0,0,"Essex St, Chelsea, Massachusetts"
1534536,24-Oct-19,Connecticut,Waterbury,131 Oak St,0,0,"131 Oak St, Waterbury, Connecticut"
1533706,24-Oct-19,Pennsylvania,Allentown,900 block of W Green St,0,0,"900 block of W Green St, Allentown, Pennsylvania"
1533631,24-Oct-19,Tennessee,Memphis,Beach Shore Cove,1,0,"Beach Shore Cove, Memphis, Tennessee"
1533648,24-Oct-19,Virginia,Chesapeake,1968 Bruin Pl,0,0,"1968 Bruin Pl, Chesapeake, Virginia"
1534043,24-Oct-19,Texas,Houston,5026 Antoine Dr,1,0,"5026 Antoine Dr, Houston, Texas"
2328313,24-Oct-19,New Jersey,Camden,N 5th St and State St,0,1,"N 5th St and State St, Camden, New Jersey"
1533466,24-Oct-19,Arizona,Page,650 Elm St,0,1,"650 Elm St, Page, Arizona"
1534325,24-Oct-19,Virginia,Newport News,1300 block of 24th St,1,0,"1300 block of 24th St, Newport News, Virginia"
1539442,24-Oct-19,Indiana,Portage,Evergreen Ave and Swanson Rd,0,0,"Evergreen Ave and Swanson Rd, Portage, Indiana"
1534902,24-Oct-19,Florida,Sebastian,100 block of Englar Dr,0,0,"100 block of Englar Dr, Sebastian, Florida"
1534190,24-Oct-19,Delaware,Dover,50 block of Harmony Hill Dr,0,0,"50 block of Harmony Hill Dr, Dover, Delaware"
1534813,24-Oct-19,Louisiana,Lake Charles,Reidway St,1,0,"Reidway St, Lake Charles, Louisiana"
1534059,24-Oct-19,South Carolina,Sumter,40 Miller Rd,0,0,"40 Miller Rd, Sumter, South Carolina"
1534052,24-Oct-19,South Carolina,Georgetown,2500 Anthuan Maybank Dr,0,0,"2500 Anthuan Maybank Dr, Georgetown, South Carolina"
1533218,23-Oct-19,Missouri,Saint Louis,5300 block of Wabada Ave,0,1,"5300 block of Wabada Ave, Saint Louis, Missouri"
1546519,23-Oct-19,Tennessee,Memphis,E Holmes Rd,0,1,"E Holmes Rd, Memphis, Tennessee"
1539887,23-Oct-19,Michigan,Battle Creek,1675 Iroquois Ave,0,0,"1675 Iroquois Ave, Battle Creek, Michigan"
1534661,23-Oct-19,Illinois,Decatur,S Edward St and W Decatur St,0,0,"S Edward St and W Decatur St, Decatur, Illinois"
1533906,23-Oct-19,Texas,Huntsville,1617 Persimmon Dr,0,0,"1617 Persimmon Dr, Huntsville, Texas"
1537390,23-Oct-19,Maine,Wilton,Temple Road,0,0,"Temple Road, Wilton, Maine"
1533714,23-Oct-19,Ohio,Akron,200 block of E York St,0,0,"200 block of E York St, Akron, Ohio"
1532985,23-Oct-19,Maryland,Salisbury,2700 N Salisbury Blvd,0,0,"2700 N Salisbury Blvd, Salisbury, Maryland"
1533670,23-Oct-19,Kentucky,Bush,Jesse Smith Rd,0,0,"Jesse Smith Rd, Bush, Kentucky"
1533095,23-Oct-19,Virginia,Newport News,13450 Woodside Ln,0,0,"13450 Woodside Ln, Newport News, Virginia"
1533581,23-Oct-19,Illinois,Chicago,1300 block of N Sedgwick St,0,1,"1300 block of N Sedgwick St, Chicago, Illinois"
1533150,23-Oct-19,Minnesota,Rochester,717 12th St SE,0,2,"717 12th St SE, Rochester, Minnesota"
1533860,23-Oct-19,Georgia,Macon,Pebble St,1,0,"Pebble St, Macon, Georgia"
1534095,23-Oct-19,Florida,Homestead,800 block of NW 8th St,0,1,"800 block of NW 8th St, Homestead, Florida"
1532860,23-Oct-19,Ohio,Cleveland,9300 block of Empire Ave,1,0,"9300 block of Empire Ave, Cleveland, Ohio"
1552618,23-Oct-19,Maryland,Sharpsburg,16000 block of Powell Rd,0,0,"16000 block of Powell Rd, Sharpsburg, Maryland"
1534180,23-Oct-19,Illinois,Rockford,1200 block of Crosby St,0,0,"1200 block of Crosby St, Rockford, Illinois"
1533739,23-Oct-19,Maryland,Baltimore,700 block of Washington Blvd,0,0,"700 block of Washington Blvd, Baltimore, Maryland"
1532761,23-Oct-19,Pennsylvania,Allentown,1179 Airport Rd,1,0,"1179 Airport Rd, Allentown, Pennsylvania"
1532698,23-Oct-19,New York,New York (Manhattan),Frederick Douglass Blvd and W 148th St,1,1,"Frederick Douglass Blvd and W 148th St, New York (Manhattan), New York"
1533769,23-Oct-19,Texas,Houston,215 W Little York Rd,1,1,"215 W Little York Rd, Houston, Texas"
1534007,23-Oct-19,Mississippi,Greenville,1511 Highway 1 S,0,0,"1511 Highway 1 S, Greenville, Mississippi"
1543976,22-Oct-19,Pennsylvania,Newburg,Main St,0,0,"Main St, Newburg, Pennsylvania"
1535258,22-Oct-19,Minnesota,Austin,300 block of 7th St NW,0,0,"300 block of 7th St NW, Austin, Minnesota"
1534471,22-Oct-19,Maine,Waterville,32 Gold St,1,0,"32 Gold St, Waterville, Maine"
1533051,22-Oct-19,Ohio,Wellsville,Main St,1,0,"Main St, Wellsville, Ohio"
1532964,22-Oct-19,Delaware,Seaford,24000 block of Concord Pond Rd,0,0,"24000 block of Concord Pond Rd, Seaford, Delaware"
1532958,22-Oct-19,District of Columbia,Washington,4801 Benning Rd SE,0,0,"4801 Benning Rd SE, Washington, District of Columbia"
1532036,22-Oct-19,California,Santa Rosa,325 Ridgway Ave,0,1,"325 Ridgway Ave, Santa Rosa, California"
1532258,22-Oct-19,Maine,Livermore Falls,Souther Road,0,0,"Souther Road, Livermore Falls, Maine"
1540208,22-Oct-19,Tennessee,Memphis,Buntyn St and Spottswood Ave,0,0,"Buntyn St and Spottswood Ave, Memphis, Tennessee"
1535680,22-Oct-19,South Carolina,Orangeburg,300 College St NE,0,0,"300 College St NE, Orangeburg, South Carolina"
1533214,22-Oct-19,Wisconsin,Madison,2602 Post Rd,0,0,"2602 Post Rd, Madison, Wisconsin"
1532889,22-Oct-19,Ohio,Youngstown,2900 block of Oregon Ave,0,0,"2900 block of Oregon Ave, Youngstown, Ohio"
1534182,22-Oct-19,Maryland,Hagerstown,18141 Garland Groh Blvd,0,0,"18141 Garland Groh Blvd, Hagerstown, Maryland"
1534119,22-Oct-19,Oregon,Nyssa,Green Ave,0,1,"Green Ave, Nyssa, Oregon"
1532647,22-Oct-19,Alabama,Tuscaloosa,905 15th St,0,0,"905 15th St, Tuscaloosa, Alabama"
1634631,22-Oct-19,Texas,Killeen,Bacon Ranch Rd,0,0,"Bacon Ranch Rd, Killeen, Texas"
1533308,22-Oct-19,Texas,Tyler,9000 block of TX 31,0,0,"9000 block of TX 31, Tyler, Texas"
1534796,22-Oct-19,Texas,Denton,4100 block of I-35,0,0,"4100 block of I-35, Denton, Texas"
1532178,21-Oct-19,Michigan,Port Huron,3027 Cooper Ave,2,0,"3027 Cooper Ave, Port Huron, Michigan"
1533189,21-Oct-19,Idaho,Meridian,1760 S Meridian Rd,0,0,"1760 S Meridian Rd, Meridian, Idaho"
1532163,21-Oct-19,Iowa,Waterloo,532 Western Ave,0,1,"532 Western Ave, Waterloo, Iowa"
1532400,21-Oct-19,Texas,Fort Worth,7440 Beckwood Dr,1,0,"7440 Beckwood Dr, Fort Worth, Texas"
1532460,21-Oct-19,Michigan,Battle Creek,100 block of E Kingman Ave,0,0,"100 block of E Kingman Ave, Battle Creek, Michigan"
1532297,21-Oct-19,Massachusetts,Boston,Hildreth Street,0,0,"Hildreth Street, Boston, Massachusetts"
1531535,21-Oct-19,Texas,Wichita Falls,1900 block of Gilbert Ave,0,1,"1900 block of Gilbert Ave, Wichita Falls, Texas"
1532181,21-Oct-19,Maryland,Frostburg,Maple St,0,0,"Maple St, Frostburg, Maryland"
1532177,21-Oct-19,Maryland,Glen Burnie,300 block of Highland Dr,0,0,"300 block of Highland Dr, Glen Burnie, Maryland"
1531276,21-Oct-19,Ohio,Dayton,OH 49 and Salem Ave,1,0,"OH 49 and Salem Ave, Dayton, Ohio"
1532776,21-Oct-19,Pennsylvania,Washington,Murtland Ave,0,0,"Murtland Ave, Washington, Pennsylvania"
1531638,21-Oct-19,Nevada,Henderson,2200 Reunion Dr,0,0,"2200 Reunion Dr, Henderson, Nevada"
1531821,21-Oct-19,Arkansas,North Little Rock,2800 E Broadway St,0,1,"2800 E Broadway St, North Little Rock, Arkansas"
1576091,21-Oct-19,Texas,Wichita Falls,1300 Travis St,0,0,"1300 Travis St, Wichita Falls, Texas"
1531283,20-Oct-19,Arizona,Tucson,6091 N Oracle Rd,0,0,"6091 N Oracle Rd, Tucson, Arizona"
1531103,20-Oct-19,Missouri,Saint Louis,1207 Bristol Ln,1,0,"1207 Bristol Ln, Saint Louis, Missouri"
1531640,20-Oct-19,Virginia,Elkton,20000 block of Wooded View Ln,0,1,"20000 block of Wooded View Ln, Elkton, Virginia"
1531034,20-Oct-19,Kentucky,Bowling Green,2426 Thoroughbred Dr,0,1,"2426 Thoroughbred Dr, Bowling Green, Kentucky"
1556182,20-Oct-19,Illinois,Alton,200 block of W 19th St,0,0,"200 block of W 19th St, Alton, Illinois"
1531359,20-Oct-19,Ohio,Akron,700 block of Raymond St,0,3,"700 block of Raymond St, Akron, Ohio"
1536580,20-Oct-19,Kentucky,Hinkle,Paynes Creek Rd,0,0,"Paynes Creek Rd, Hinkle, Kentucky"
1530833,20-Oct-19,Florida,Citra,NE 47th Terrace,0,0,"NE 47th Terrace, Citra, Florida"
1560342,20-Oct-19,New Mexico,Sunland Park,200 block of 4th St,0,0,"200 block of 4th St, Sunland Park, New Mexico"
1531351,20-Oct-19,Indiana,Evansville,1531 S Green River Rd,0,1,"1531 S Green River Rd, Evansville, Indiana"
1531121,20-Oct-19,Illinois,Chicago,6600 block of S Bishop St,1,0,"6600 block of S Bishop St, Chicago, Illinois"
1578393,20-Oct-19,Indiana,Fort Wayne,3000 block of Hobson Rd,0,0,"3000 block of Hobson Rd, Fort Wayne, Indiana"
1531488,20-Oct-19,Massachusetts,Boston,27 Business Terrace,0,0,"27 Business Terrace, Boston, Massachusetts"
1531436,20-Oct-19,Pennsylvania,Philadelphia,400 E Clearfield Ave,0,0,"400 E Clearfield Ave, Philadelphia, Pennsylvania"
1531397,20-Oct-19,Wisconsin,Milwaukee,3650 S 61st St,0,2,"3650 S 61st St, Milwaukee, Wisconsin"
1531353,20-Oct-19,Oklahoma,Tulsa,9162 E Latimer St,0,0,"9162 E Latimer St, Tulsa, Oklahoma"
1531322,20-Oct-19,Nevada,North Las Vegas (N Las Vegas),W Alexander Rd and Revere St,0,0,"W Alexander Rd and Revere St, North Las Vegas (N Las Vegas), Nevada"
1532912,20-Oct-19,New Hampshire,Keene,Grove Street,0,0,"Grove Street, Keene, New Hampshire"
1531890,20-Oct-19,Louisiana,New Orleans,11600 block of Hayne Blvd,0,2,"11600 block of Hayne Blvd, New Orleans, Louisiana"
1531210,20-Oct-19,North Dakota,Velva,Main St N and Central Ave W,0,0,"Main St N and Central Ave W, Velva, North Dakota"
1533315,20-Oct-19,Texas,Houston,6003 W 34th St,0,0,"6003 W 34th St, Houston, Texas"
1533307,20-Oct-19,Mississippi,Vicksburg,1600 block of Cherry St,0,0,"1600 block of Cherry St, Vicksburg, Mississippi"
1531095,19-Oct-19,Connecticut,Norwalk,1 Monroe St,0,0,"1 Monroe St, Norwalk, Connecticut"
1531787,19-Oct-19,Kentucky,Paducah,John Puryear Dr,0,0,"John Puryear Dr, Paducah, Kentucky"
1530712,19-Oct-19,Nevada,Elko,N 5th St,0,0,"N 5th St, Elko, Nevada"
1531673,19-Oct-19,Virginia,Waynesboro,112 Pelham Dr,0,0,"112 Pelham Dr, Waynesboro, Virginia"
1530837,19-Oct-19,Florida,Ocala,I-75 and FL-200,0,1,"I-75 and FL-200, Ocala, Florida"
1531663,19-Oct-19,Florida,Greenwood,Applewhite St,0,1,"Applewhite St, Greenwood, Florida"
1532406,19-Oct-19,Washington,Poulsbo,21200 Olhava Way NW,0,0,"21200 Olhava Way NW, Poulsbo, Washington"
1532373,19-Oct-19,South Carolina,Conway,1911 Ninth Ave,0,0,"1911 Ninth Ave, Conway, South Carolina"
1530910,19-Oct-19,New York,Albany,100 block of Southern Blvd,0,1,"100 block of Southern Blvd, Albany, New York"
1533696,19-Oct-19,Delaware,Laurel,1000 Holly Brook Apartments,0,0,"1000 Holly Brook Apartments, Laurel, Delaware"
1530308,19-Oct-19,Texas,Houston,11000 block of Courtshire Dr,1,0,"11000 block of Courtshire Dr, Houston, Texas"
1530856,19-Oct-19,Iowa,Cedar Rapids,1200 block of 12th Ave SE,0,0,"1200 block of 12th Ave SE, Cedar Rapids, Iowa"
1534968,19-Oct-19,Georgia,Macon,Mulberry St,0,0,"Mulberry St, Macon, Georgia"
1530291,19-Oct-19,Pennsylvania,Green Lane,1150 Allentown Rd,2,0,"1150 Allentown Rd, Green Lane, Pennsylvania"
1530213,19-Oct-19,Wisconsin,Milwaukee,E Burleigh St and N Richards St,1,0,"E Burleigh St and N Richards St, Milwaukee, Wisconsin"
1530490,19-Oct-19,Louisiana,Slidell,1150 Martin Luther King Dr,1,0,"1150 Martin Luther King Dr, Slidell, Louisiana"
1530585,19-Oct-19,Oklahoma,Tulsa,3112 S 108th East Ave,0,1,"3112 S 108th East Ave, Tulsa, Oklahoma"
1531522,19-Oct-19,Texas,Huntsville,1876 Greenbriar Dr,0,0,"1876 Greenbriar Dr, Huntsville, Texas"
1530043,18-Oct-19,Mississippi,Starkville,135 Sand Rd,0,1,"135 Sand Rd, Starkville, Mississippi"
1530340,18-Oct-19,Texas,San Antonio,3031 Eisenhauer Rd,0,1,"3031 Eisenhauer Rd, San Antonio, Texas"
1533877,18-Oct-19,Georgia,Macon,2000 block of Mafiel Dr,0,0,"2000 block of Mafiel Dr, Macon, Georgia"
1530517,18-Oct-19,Illinois,Harrisburg,23 E Poplar St,0,2,"23 E Poplar St, Harrisburg, Illinois"
1529924,18-Oct-19,Ohio,Streetsboro,Meldon Dr,0,0,"Meldon Dr, Streetsboro, Ohio"
1530221,18-Oct-19,South Carolina,Aiken,Maurice Terrace and Frieday Ln,0,1,"Maurice Terrace and Frieday Ln, Aiken, South Carolina"
1530693,18-Oct-19,New Jersey,Linden,Cedar Ave,0,1,"Cedar Ave, Linden, New Jersey"
1530049,18-Oct-19,Texas,Denton,100 block of Heritage Ln,0,0,"100 block of Heritage Ln, Denton, Texas"
1529732,18-Oct-19,Kentucky,Bowling Green,1204 Vine St,0,1,"1204 Vine St, Bowling Green, Kentucky"
1532414,18-Oct-19,Missouri,Imperial,5200 Summer Circle,0,0,"5200 Summer Circle, Imperial, Missouri"
1531969,18-Oct-19,Indiana,Pendleton,100 block of W Water St,1,0,"100 block of W Water St, Pendleton, Indiana"
1545817,18-Oct-19,District of Columbia,Washington,5900 block of Blair Rd NW,0,0,"5900 block of Blair Rd NW, Washington, District of Columbia"
1530675,18-Oct-19,Minnesota,Moorhead,1700 3rd Ave S,0,0,"1700 3rd Ave S, Moorhead, Minnesota"
1531154,18-Oct-19,Washington,Tacoma,7400 block of Pacific Ave,1,0,"7400 block of Pacific Ave, Tacoma, Washington"
1530114,18-Oct-19,Washington,Arlington,Jordan Trails Rd,0,0,"Jordan Trails Rd, Arlington, Washington"
1529845,18-Oct-19,Kansas,Wichita,4400 block of E Bayley St,1,0,"4400 block of E Bayley St, Wichita, Kansas"
1530082,18-Oct-19,Colorado,Pueblo,Ridgewood Ln,0,0,"Ridgewood Ln, Pueblo, Colorado"
1530037,18-Oct-19,Louisiana,Gonzales,N/A,0,1,"N/A, Gonzales, Louisiana"
1533286,18-Oct-19,Texas,Huntsville,2000 block of E Lake Dr,0,0,"2000 block of E Lake Dr, Huntsville, Texas"
1552361,17-Oct-19,Texas,Jacksonville,N/A,0,0,"N/A, Jacksonville, Texas"
1530485,17-Oct-19,Delaware,Hartly,200 block of Will Scarlet Ln,0,0,"200 block of Will Scarlet Ln, Hartly, Delaware"
1530482,17-Oct-19,Maryland,Waldorf,1000 block of St Ignatius Dr,0,0,"1000 block of St Ignatius Dr, Waldorf, Maryland"
